        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC Power Draw [W] , VDDCI Power Draw [W] , VRM Efficiency [%] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2022-04-16 09:16:50 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2107   ,         70   ,                       20   ,                       3118   ,                      134   ,                 122.1   ,              77.5   ,               10.7   ,             95.1   , 0.9313   ,               51.0   ,                 10168   ,
2022-04-16 09:16:51 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2108   ,        100   ,                       49   ,                       3128   ,                      134   ,                  97.8   ,              99.5   ,               10.7   ,             93.3   , 0.9375   ,               51.0   ,                 10166   ,
2022-04-16 09:16:52 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2107   ,         93   ,                       46   ,                       3136   ,                      134   ,                 122.4   ,              79.5   ,               10.7   ,             95.1   , 0.9313   ,               49.0   ,                 10178   ,
2022-04-16 09:16:53 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2105   ,        100   ,                       54   ,                       3136   ,                      134   ,                  99.2   ,              87.1   ,               10.7   ,             93.9   , 0.9313   ,               49.0   ,                 10175   ,
2022-04-16 09:16:54 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2107   ,         99   ,                       48   ,                       3139   ,                      134   ,                 102.2   ,              86.7   ,               10.7   ,             94.5   , 0.9375   ,               51.0   ,                 10176   ,
2022-04-16 09:16:55 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2108   ,         27   ,                        8   ,                       3143   ,                      134   ,                 116.9   ,              86.5   ,               10.7   ,             94.9   , 0.9313   ,               51.0   ,                 10171   ,
2022-04-16 09:16:56 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2108   ,        100   ,                       51   ,                       3145   ,                      128   ,                 109.8   ,              97.1   ,               10.7   ,             94.3   , 0.9375   ,               51.0   ,                 10177   ,
2022-04-16 09:16:57 ,        1216.0   ,           1750.0   ,               75.0   ,              54   ,                2106   ,        100   ,                       59   ,                       3146   ,                      127   ,                  83.0   ,             104.1   ,               10.7   ,             94.2   , 0.9375   ,               49.0   ,                 10109   ,
2022-04-16 09:16:58 ,        1216.0   ,           1750.0   ,               75.0   ,              54   ,                2106   ,        100   ,                        6   ,                       3160   ,                      126   ,                 121.0   ,              64.8   ,               10.7   ,             95.0   , 0.9313   ,               49.0   ,                 10122   ,
2022-04-16 09:16:59 ,        1216.0   ,           1750.0   ,               75.0   ,              54   ,                2107   ,        100   ,                       58   ,                       3162   ,                      126   ,                  74.3   ,              87.5   ,               10.7   ,             94.4   , 0.9313   ,               52.0   ,                 10111   ,
2022-04-16 09:17:00 ,        1216.0   ,           1750.0   ,               75.0   ,              54   ,                2108   ,         29   ,                       12   ,                       3164   ,                      126   ,                 117.6   ,              83.8   ,               10.7   ,             95.0   , 0.9313   ,               49.0   ,                 10115   ,
2022-04-16 09:17:01 ,        1216.0   ,           1750.0   ,               75.0   ,              54   ,                2107   ,         32   ,                       22   ,                       3162   ,                      126   ,                 105.9   ,              91.3   ,               10.7   ,             94.7   , 0.9313   ,               49.0   ,                 10108   ,
2022-04-16 09:17:02 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2107   ,        100   ,                       60   ,                       3162   ,                      126   ,                 102.4   ,              98.6   ,               10.7   ,             94.8   , 0.9313   ,               50.0   ,                 10110   ,
2022-04-16 09:17:03 ,        1216.0   ,           1750.0   ,               75.0   ,              54   ,                2106   ,         99   ,                       16   ,                       3162   ,                      126   ,                  83.8   ,              94.8   ,               10.7   ,             95.4   , 0.9250   ,               52.0   ,                 10107   ,
2022-04-16 09:17:04 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2106   ,         97   ,                       49   ,                       3168   ,                      126   ,                 105.8   ,             102.5   ,               10.7   ,             93.4   , 0.9375   ,               49.0   ,                 10120   ,
2022-04-16 09:17:05 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2144   ,         69   ,                       24   ,                       3169   ,                      126   ,                 120.2   ,              82.1   ,               10.7   ,             94.0   , 0.9313   ,               48.0   ,                 10120   ,
2022-04-16 09:17:06 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2147   ,        100   ,                       47   ,                       3179   ,                      126   ,                 107.3   ,             106.2   ,               10.7   ,             94.4   , 0.9313   ,               49.0   ,                 10128   ,
2022-04-16 09:17:07 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2148   ,         96   ,                       40   ,                       3118   ,                      126   ,                 118.5   ,              96.6   ,               10.7   ,             95.3   , 0.9313   ,               49.0   ,                 10133   ,
2022-04-16 09:17:08 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2147   ,        100   ,                       39   ,                       3115   ,                      126   ,                  89.6   ,             102.7   ,               10.7   ,             93.9   , 0.9313   ,               52.0   ,                 10157   ,
2022-04-16 09:17:09 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2151   ,        100   ,                       26   ,                       3114   ,                      126   ,                 106.1   ,              75.8   ,               10.7   ,             94.4   , 0.9375   ,               50.0   ,                 10160   ,
2022-04-16 09:17:10 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2149   ,         14   ,                       11   ,                       3114   ,                      126   ,                 112.4   ,              87.9   ,               10.7   ,             94.7   , 0.9313   ,               49.0   ,                 10159   ,
2022-04-16 09:17:11 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2147   ,        100   ,                       44   ,                       3120   ,                      126   ,                 118.5   ,             101.2   ,               10.7   ,             94.4   , 0.9313   ,               53.0   ,                 10162   ,
2022-04-16 09:17:12 ,        1216.0   ,           1750.0   ,               75.0   ,              55   ,                2149   ,        100   ,                       11   ,                       3123   ,                      126   ,                 104.1   ,              83.6   ,               10.7   ,             93.6   , 0.9375   ,               49.0   ,                 10181   ,
